기간,자치구,종류별,합계,합계,직장(근로자),직장(근로자),공무원·교직원,공무원·교직원,지역,지역
2019,합계,합계,"265,232,164","11,388,441,754","178,445,642","7,181,375,412","15,934,211","664,277,579","70,852,311","3,542,788,763"
2019,합계,입원,"2,389,768","4,164,080,267","1,468,709","2,482,946,348","148,413","245,506,599","772,646","1,435,627,319"
2019,합계,외래,"172,741,477","4,957,057,982","115,844,308","3,238,493,295","10,509,444","293,725,551","46,387,725","1,424,839,136"
2019,합계,약국,"90,100,919","2,267,303,505","61,132,625","1,459,935,769","5,276,354","125,045,429","23,691,940","682,322,307"
2019,종로구,소계,"3,875,131","183,234,127","2,372,165","105,567,089","264,890","11,273,625","1,238,076","66,393,414"
2019,종로구,입원,"38,076","70,686,645","21,267","39,031,294","2,607","4,220,241","14,202","27,435,109"
2019,종로구,외래,"2,563,188","76,490,203","1,563,427","45,485,668","175,717","4,849,720","824,044","26,154,816"
2019,종로구,약국,"1,273,867","36,057,279","787,471","21,050,127","86,566","2,203,663","399,830","12,803,489"
2019,중구,소계,"3,583,254","166,339,647","2,259,727","96,693,522","153,730","7,045,704","1,169,797","62,600,421"
2019,중구,입원,"35,545","63,447,432","19,747","34,455,848","1,693","2,847,938","14,105","26,143,646"
2019,중구,외래,"2,348,252","70,728,294","1,476,674","43,111,123","101,643","2,932,287","769,935","24,684,884"
2019,중구,약국,"1,199,457","32,163,921","763,306","19,126,551","50,394","1,265,478","385,757","11,771,891"
2019,용산구,소계,"5,741,462","268,697,137","3,709,579","158,777,240","360,351","16,300,793","1,671,532","93,619,104"
2019,용산구,입원,"56,256","103,603,653","32,285","55,925,536","3,783","6,408,671","20,188","41,269,447"
2019,용산구,외래,"3,784,332","113,126,627","2,438,013","71,110,373","241,466","6,958,532","1,104,853","35,057,723"
2019,용산구,약국,"1,900,874","51,966,857","1,239,281","31,741,331","115,102","2,933,591","546,491","17,291,934"
2019,성동구,소계,"8,452,244","358,048,394","5,760,040","229,474,585","430,317","17,814,279","2,261,887","110,759,530"
2019,성동구,입원,"76,705","131,262,512","48,492","80,125,778","4,020","6,412,473","24,193","44,724,261"
2019,성동구,외래,"5,490,614","155,687,716","3,727,197","103,344,086","282,969","7,863,411","1,480,448","44,480,219"
2019,성동구,약국,"2,884,925","71,098,167","1,984,351","46,004,721","143,328","3,538,395","757,246","21,555,050"
2019,광진구,소계,"9,524,067","392,418,182","6,347,293","244,745,743","483,987","19,359,427","2,692,787","128,313,012"
2019,광진구,입원,"77,312","137,464,730","46,551","79,752,994","4,623","6,997,067","26,138","50,714,668"
2019,광진구,외래,"6,169,768","176,528,448","4,099,997","114,946,996","317,122","8,703,618","1,752,649","52,877,834"
2019,광진구,약국,"3,276,987","78,425,005","2,200,745","50,045,753","162,242","3,658,743","914,000","24,720,509"
2019,동대문구,소계,"9,620,716","429,013,469","6,245,857","261,473,998","502,149","22,620,729","2,872,710","144,918,742"
2019,동대문구,입원,"93,495","166,096,336","56,195","96,054,817","5,166","8,900,581","32,134","61,140,937"
2019,동대문구,외래,"6,253,302","177,801,207","4,050,128","112,464,557","332,271","9,565,862","1,870,903","55,770,789"
2019,동대문구,약국,"3,273,919","85,115,926","2,139,534","52,954,624","164,712","4,154,286","969,673","28,007,016"
2019,중랑구,소계,"11,617,040","504,732,942","7,533,286","309,483,830","516,176","23,551,955","3,567,578","171,697,156"
2019,중랑구,입원,"108,939","192,886,702","65,376","113,238,569","5,322","9,552,659","38,241","70,095,475"
2019,중랑구,외래,"7,510,123","212,001,661","4,860,532","133,846,835","339,164","9,702,459","2,310,427","68,452,366"
2019,중랑구,약국,"3,997,978","99,844,579","2,607,378","62,398,427","171,690","4,296,837","1,218,910","33,149,315"
2019,성북구,소계,"12,156,343","521,146,843","8,006,822","321,459,899","747,268","32,351,330","3,402,253","167,335,614"
2019,성북구,입원,"111,115","191,199,397","67,308","111,627,635","7,475","12,505,917","36,332","67,065,845"
2019,성북구,외래,"7,888,836","222,516,162","5,180,042","141,822,296","491,216","13,806,027","2,217,578","66,887,839"
2019,성북구,약국,"4,156,392","107,431,284","2,759,472","68,009,968","248,577","6,039,386","1,148,343","33,381,930"
2019,강북구,소계,"9,092,110","397,188,027","5,797,837","238,764,045","389,787","16,909,149","2,904,486","141,514,834"
2019,강북구,입원,"88,031","149,120,377","50,938","84,849,191","3,800","6,712,538","33,293","57,558,647"
2019,강북구,외래,"5,888,992","166,049,866","3,750,208","103,078,778","255,982","6,830,494","1,882,802","56,140,594"
2019,강북구,약국,"3,115,087","82,017,784","1,996,691","50,836,075","130,005","3,366,116","988,391","27,815,593"
2019,도봉구,소계,"9,357,284","410,868,408","6,162,655","256,417,645","559,896","24,705,874","2,634,733","129,744,889"
2019,도봉구,입원,"87,867","152,297,550","52,880","90,407,734","5,342","9,751,670","29,645","52,138,145"
2019,도봉구,외래,"6,047,867","171,849,930","3,973,825","110,510,183","366,815","10,035,191","1,707,227","51,304,556"
2019,도봉구,약국,"3,221,550","86,720,929","2,135,950","55,499,728","187,739","4,919,013","897,861","26,302,188"
2019,노원구,소계,"14,368,358","596,795,137","9,618,769","380,535,249","1,327,257","50,652,945","3,422,332","165,606,943"
2019,노원구,입원,"121,075","208,525,743","74,898","127,884,940","11,406","17,273,881","34,771","63,366,923"
2019,노원구,외래,"9,293,997","262,365,398","6,203,211","170,752,056","862,528","23,341,336","2,228,258","68,272,006"
2019,노원구,약국,"4,953,286","125,903,995","3,340,660","81,898,254","453,323","10,037,729","1,159,303","33,968,013"
2019,은평구,소계,"13,633,400","577,790,315","9,144,320","366,490,715","758,587","32,213,630","3,730,493","179,085,970"
2019,은평구,입원,"113,008","204,724,656","70,119","124,434,057","6,596","11,976,993","36,293","68,313,605"
2019,은평구,외래,"8,835,574","252,695,419","5,907,806","164,570,044","498,924","14,016,838","2,428,844","74,108,538"
2019,은평구,약국,"4,684,818","120,370,240","3,166,395","77,486,614","253,067","6,219,800","1,265,356","36,663,827"
2019,서대문구,소계,"8,531,450","373,442,413","5,749,549","237,208,320","537,749","22,832,008","2,244,152","113,402,086"
2019,서대문구,입원,"74,232","134,414,598","45,711","81,418,449","4,653","8,253,675","23,868","44,742,474"
2019,서대문구,외래,"5,550,100","161,613,160","3,728,902","105,805,289","353,770","10,038,587","1,467,428","45,769,284"
2019,서대문구,약국,"2,907,118","77,414,655","1,974,936","49,984,582","179,326","4,539,745","752,856","22,890,327"
2019,마포구,소계,"9,902,389","413,335,027","6,845,158","266,813,346","580,334","25,168,330","2,476,897","121,353,350"
2019,마포구,입원,"79,556","143,652,472","50,469","88,316,687","5,136","9,147,206","23,951","46,188,578"
2019,마포구,외래,"6,478,408","187,416,502","4,459,194","124,584,629","383,350","11,521,218","1,635,864","51,310,656"
2019,마포구,약국,"3,344,425","82,266,053","2,335,495","53,912,030","191,848","4,499,907","817,082","23,854,116"
2019,양천구,소계,"12,492,093","516,540,124","8,711,793","338,421,044","855,327","33,733,466","2,924,973","144,385,614"
2019,양천구,입원,"107,057","188,723,356","68,532","117,706,822","7,395","12,098,124","31,130","58,918,411"
2019,양천구,외래,"8,133,964","224,944,912","5,656,439","151,868,885","563,572","15,170,809","1,913,953","57,905,218"
2019,양천구,약국,"4,251,072","102,871,857","2,986,822","68,845,338","284,360","6,464,534","979,890","27,561,985"
2019,강서구,소계,"16,102,242","680,220,990","11,392,480","452,542,598","805,505","33,423,881","3,904,257","194,254,511"
2019,강서구,입원,"141,063","246,614,073","90,872","155,456,669","7,752","12,325,829","42,439","78,831,575"
2019,강서구,외래,"10,401,933","300,403,505","7,336,972","206,767,482","526,010","14,729,289","2,538,951","78,906,734"
2019,강서구,약국,"5,559,246","133,203,412","3,964,636","90,318,447","271,743","6,368,763","1,322,867","36,516,203"
2019,구로구,소계,"12,078,557","525,883,875","8,150,451","333,732,759","582,124","25,614,970","3,345,982","166,536,147"
2019,구로구,입원,"118,611","202,607,979","73,516","122,037,697","6,128","9,988,044","38,967","70,582,239"
2019,구로구,외래,"7,741,252","218,925,034","5,214,519","144,215,101","379,411","10,714,990","2,147,322","63,994,943"
2019,구로구,약국,"4,218,694","104,350,861","2,862,416","67,479,962","196,585","4,911,936","1,159,693","31,958,964"
2019,금천구,소계,"6,872,124","309,628,912","4,473,350","189,208,460","259,533","12,047,156","2,139,241","108,373,296"
2019,금천구,입원,"70,761","122,481,840","42,005","70,882,841","2,762","5,033,227","25,994","46,565,772"
2019,금천구,외래,"4,384,145","126,315,103","2,855,128","80,529,320","168,077","4,680,183","1,360,940","41,105,600"
2019,금천구,약국,"2,417,218","60,831,969","1,576,217","37,796,298","88,694","2,333,747","752,307","20,701,924"
2019,영등포구,소계,"10,592,689","482,180,636","6,993,822","295,939,468","613,513","26,063,030","2,985,354","160,178,139"
2019,영등포구,입원,"107,303","190,184,100","63,609","109,904,875","6,088","10,002,569","37,606","70,276,656"
2019,영등포구,외래,"6,860,675","200,033,246","4,519,178","128,382,339","401,761","11,447,375","1,939,736","60,203,532"
2019,영등포구,약국,"3,624,711","91,963,290","2,411,035","57,652,254","205,664","4,613,086","1,008,012","29,697,951"
2019,동작구,소계,"10,630,099","466,574,752","7,242,345","298,248,132","708,389","30,646,227","2,679,365","137,680,393"
2019,동작구,입원,"102,516","177,121,560","64,612","107,862,135","7,259","11,761,912","30,645","57,497,514"
2019,동작구,외래,"6,976,906","199,051,212","4,733,922","131,583,751","470,820","13,482,133","1,772,164","53,985,328"
2019,동작구,약국,"3,550,677","90,401,980","2,443,811","58,802,246","230,310","5,402,183","876,556","26,197,552"
2019,관악구,소계,"13,075,786","566,923,702","8,628,740","352,379,946","723,173","30,376,838","3,723,873","184,166,918"
2019,관악구,입원,"126,002","211,416,371","75,923","124,075,376","7,403","11,285,649","42,676","76,055,346"
2019,관악구,외래,"8,525,969","245,979,021","5,612,448","158,728,341","478,668","13,245,649","2,434,853","74,005,030"
2019,관악구,약국,"4,423,815","109,528,310","2,940,369","69,576,229","237,102","5,845,540","1,246,344","34,106,542"
2019,서초구,소계,"10,698,090","448,325,607","7,473,740","291,034,907","802,891","31,771,862","2,421,459","125,518,837"
2019,서초구,입원,"91,718","152,207,056","58,128","92,167,995","6,914","10,604,223","26,676","49,434,838"
2019,서초구,외래,"7,104,726","208,111,771","4,933,165","140,725,888","537,321","15,087,028","1,634,240","52,298,856"
2019,서초구,약국,"3,501,646","88,006,779","2,482,447","58,141,023","258,656","6,080,612","760,543","23,785,144"
2019,강남구,소계,"13,208,359","555,011,681","9,054,641","352,762,194","954,133","36,732,050","3,199,585","165,517,437"
2019,강남구,입원,"110,964","186,370,739","69,888","110,868,461","7,188","11,832,660","33,888","63,669,618"
2019,강남구,외래,"8,794,741","260,032,080","5,990,965","171,461,400","642,675","17,969,852","2,161,101","70,600,828"
2019,강남구,약국,"4,302,654","108,608,863","2,993,788","70,432,333","304,270","6,929,539","1,004,596","31,246,990"
2019,송파구,소계,"18,017,185","720,725,602","12,601,903","471,847,774","1,246,946","48,970,502","4,168,336","199,907,326"
2019,송파구,입원,"143,601","241,097,517","91,058","148,119,567","10,680","17,641,534","41,863","75,336,416"
2019,송파구,외래,"11,794,789","336,781,543","8,206,686","227,793,261","823,762","22,474,214","2,764,341","86,514,068"
2019,송파구,약국,"6,078,795","142,846,542","4,304,159","95,934,946","412,504","8,854,753","1,362,132","38,056,842"
2019,강동구,소계,"12,009,692","523,375,806","8,169,320","331,352,904","770,199","32,097,821","3,070,173","159,925,081"
2019,강동구,입원,"108,960","195,872,874","68,330","116,340,380","7,222","11,971,321","33,408","67,561,173"
2019,강동구,외래,"7,919,024","229,609,962","5,365,730","151,004,616","514,430","14,558,450","2,038,864","64,046,897"
2019,강동구,약국,"3,981,708","97,892,969","2,735,260","64,007,908","248,547","5,568,050","997,901","28,317,011"
2020,합계,합계,"228,657,858","11,472,589,638","152,673,749","7,231,810,694","13,109,781","646,712,586","62,874,328","3,594,066,359"
2020,합계,입원,"2,410,245","4,259,824,899","1,481,486","2,549,501,991","142,668","243,225,096","786,091","1,467,097,812"
2020,합계,외래,"150,961,258","4,956,212,450","100,791,683","3,239,224,876","8,802,425","285,193,845","41,367,150","1,431,793,729"
2020,합계,약국,"75,286,355","2,256,552,289","50,400,580","1,443,083,826","4,164,688","118,293,646","20,721,087","695,174,818"
2020,종로구,소계,"3,340,892","182,764,432","2,035,341","105,075,576","212,870","10,621,936","1,092,681","67,066,920"
2020,종로구,입원,"37,686","70,298,133","20,747","38,087,750","2,254","3,909,971","14,685","28,300,413"
2020,종로구,외래,"2,230,279","76,515,706","1,360,648","46,111,243","143,868","4,668,010","725,763","25,736,454"
2020,종로구,약국,"1,072,927","35,950,593","653,946","20,876,584","66,748","2,043,956","352,233","13,030,053"
2020,중구,소계,"3,126,435","171,925,444","1,953,417","100,016,619","127,637","6,556,013","1,045,381","65,352,811"
2020,중구,입원,"35,918","67,793,548","20,404","37,223,903","1,515","2,501,767","13,999","28,067,879"
2020,중구,외래,"2,084,306","71,778,887","1,304,565","43,772,022","85,909","2,842,106","693,832","25,164,759"
2020,중구,약국,"1,006,211","32,353,009","628,448","19,020,695","40,213","1,212,140","337,550","12,120,174"
2020,용산구,소계,"5,027,431","273,323,929","3,230,926","162,932,637","304,279","15,700,473","1,492,226","94,690,820"
2020,용산구,입원,"55,246","106,165,291","31,781","58,576,470","3,414","5,884,978","20,051","41,703,843"
2020,용산구,외래,"3,363,554","115,078,373","2,163,647","72,661,626","208,249","6,986,883","991,658","35,429,864"
2020,용산구,약국,"1,608,631","52,080,265","1,035,498","31,694,540","92,616","2,828,613","480,517","17,557,112"
2020,성동구,소계,"7,163,569","352,832,316","4,828,594","226,490,364","353,908","17,068,980","1,981,067","109,272,971"
2020,성동구,입원,"72,807","131,885,735","45,818","80,708,158","3,685","6,330,426","23,304","44,847,151"
2020,성동구,외래,"4,724,531","152,006,966","3,183,750","101,390,280","236,671","7,443,400","1,304,110","43,173,286"
2020,성동구,약국,"2,366,231","68,939,615","1,599,026","44,391,927","113,552","3,295,155","653,653","21,252,534"
2020,광진구,소계,"8,190,288","392,859,516","5,418,761","246,103,042","400,098","18,992,489","2,371,429","127,763,986"
2020,광진구,입원,"75,569","140,679,940","45,449","83,463,648","4,436","6,981,215","25,684","50,235,078"
2020,광진구,외래,"5,372,406","173,857,494","3,559,375","113,327,358","266,457","8,386,082","1,546,574","52,144,054"
2020,광진구,약국,"2,742,313","78,322,082","1,813,937","49,312,035","129,205","3,625,193","799,171","25,384,854"
2020,동대문구,소계,"8,287,227","430,115,121","5,331,276","263,241,241","424,905","21,975,519","2,531,046","144,898,361"
2020,동대문구,입원,"90,217","168,810,213","54,772","99,929,475","4,827","8,595,365","30,618","60,285,373"
2020,동대문구,외래,"5,453,962","176,525,879","3,507,980","111,063,368","285,857","9,428,043","1,660,125","56,034,467"
2020,동대문구,약국,"2,743,048","84,779,029","1,768,524","52,248,397","134,221","3,952,111","840,303","28,578,520"
2020,중랑구,소계,"10,157,418","505,355,577","6,548,286","310,765,770","433,397","21,822,990","3,175,735","172,766,817"
2020,중랑구,입원,"103,370","190,965,900","62,119","112,910,238","4,642","8,068,768","36,609","69,986,894"
2020,중랑구,외래,"6,624,609","213,358,767","4,273,172","134,905,157","286,088","9,465,565","2,065,349","68,988,045"
2020,중랑구,약국,"3,429,439","101,030,911","2,212,995","62,950,375","142,667","4,288,657","1,073,777","33,791,879"
2020,성북구,소계,"10,362,802","519,967,464","6,763,410","324,458,114","611,195","30,300,789","2,988,197","165,208,561"
2020,성북구,입원,"107,450","194,663,056","65,542","117,264,049","6,681","11,691,876","35,227","65,707,131"
2020,성북구,외래,"6,795,239","219,141,782","4,433,492","140,411,455","407,850","12,962,961","1,953,897","65,767,367"
2020,성북구,약국,"3,460,113","106,162,626","2,264,376","66,782,611","196,664","5,645,952","999,073","33,734,064"
2020,강북구,소계,"7,853,068","399,210,001","4,989,502","239,916,208","325,995","16,074,192","2,537,571","143,219,601"
2020,강북구,입원,"84,375","153,796,257","48,345","87,434,667","3,777","6,128,651","32,253","60,232,939"
2020,강북구,외래,"5,127,250","163,532,048","3,259,355","101,715,686","215,965","6,683,537","1,651,930","55,132,826"
2020,강북구,약국,"2,641,443","81,881,696","1,681,802","50,765,856","106,253","3,262,005","853,388","27,853,836"
2020,도봉구,소계,"8,032,505","408,743,830","5,258,863","253,738,528","456,591","23,250,070","2,317,051","131,755,233"
2020,도봉구,입원,"83,483","154,912,094","49,679","90,917,215","4,976","9,328,433","28,828","54,666,446"
2020,도봉구,외래,"5,240,318","167,332,283","3,432,021","107,756,857","302,110","9,263,254","1,506,187","50,312,172"
2020,도봉구,약국,"2,708,704","86,499,454","1,777,163","55,064,455","149,505","4,658,383","782,036","26,776,615"
2020,노원구,소계,"12,133,929","598,619,778","8,105,047","382,289,040","1,051,649","48,716,559","2,977,233","167,614,179"
2020,노원구,입원,"116,949","218,268,445","71,913","134,366,754","10,360","17,823,634","34,676","66,078,058"
2020,노원구,외래,"7,952,890","256,176,598","5,307,523","167,218,709","697,885","21,689,551","1,947,482","67,268,338"
2020,노원구,약국,"4,064,090","124,174,735","2,725,611","80,703,576","343,404","9,203,375","995,075","34,267,783"
2020,은평구,소계,"11,972,815","599,424,615","7,981,606","379,023,822","659,704","33,467,249","3,331,505","186,933,545"
2020,은평구,입원,"119,054","219,566,770","73,509","132,794,529","7,184","13,075,112","38,361","73,697,129"
2020,은평구,외래,"7,862,933","257,829,921","5,241,789","167,892,662","441,730","14,350,712","2,179,414","75,586,547"
2020,은평구,약국,"3,990,828","122,027,924","2,666,308","78,336,631","210,790","6,041,426","1,113,730","37,649,868"
2020,서대문구,소계,"7,528,999","380,372,649","5,048,126","241,095,488","463,348","22,802,640","2,017,525","116,474,521"
2020,서대문구,입원,"75,973","139,374,074","46,441","84,299,250","4,829","8,198,034","24,703","46,876,790"
2020,서대문구,외래,"4,969,775","163,312,245","3,331,044","106,690,325","310,488","10,223,496","1,328,243","46,398,424"
2020,서대문구,약국,"2,483,251","77,686,330","1,670,641","50,105,913","148,031","4,381,110","664,579","23,199,307"
2020,마포구,소계,"8,401,856","415,963,287","5,742,345","267,068,529","476,814","24,453,528","2,182,697","124,441,230"
2020,마포구,입원,"82,251","149,523,632","51,190","91,669,231","5,157","8,936,103","25,904","48,918,298"
2020,마포구,외래,"5,582,644","185,769,643","3,813,584","123,085,998","322,023","11,289,592","1,447,037","51,394,052"
2020,마포구,약국,"2,736,961","80,670,013","1,877,571","52,313,300","149,634","4,227,832","709,756","24,128,880"
2020,양천구,소계,"10,667,600","519,968,913","7,388,505","340,264,594","697,953","33,920,997","2,581,142","145,783,322"
2020,양천구,입원,"126,991","194,531,171","81,413","121,768,716","8,477","12,974,574","37,101","59,787,881"
2020,양천구,외래,"7,046,489","224,013,912","4,877,726","150,774,052","468,786","14,985,118","1,699,977","58,254,743"
2020,양천구,약국,"3,494,120","101,423,830","2,429,366","67,721,826","220,690","5,961,305","844,064","27,740,699"
2020,강서구,소계,"13,626,694","678,542,336","9,527,954","448,071,840","645,710","31,360,970","3,453,030","199,109,526"
2020,강서구,입원,"169,787","251,233,691","109,338","157,028,320","8,482","11,681,796","51,967","82,523,576"
2020,강서구,외래,"8,927,076","296,112,482","6,240,107","203,058,643","429,143","13,773,641","2,257,826","79,280,198"
2020,강서구,약국,"4,529,831","131,196,162","3,178,509","87,984,877","208,085","5,905,532","1,143,237","37,305,753"
2020,구로구,소계,"10,503,979","536,882,924","7,018,459","339,902,423","490,696","25,938,610","2,994,824","171,041,891"
2020,구로구,입원,"120,282","209,778,744","75,297","127,313,238","5,964","10,253,895","39,021","72,211,611"
2020,구로구,외래,"6,829,739","222,085,892","4,569,135","145,443,756","323,876","10,873,749","1,936,728","65,768,387"
2020,구로구,약국,"3,553,958","105,018,288","2,374,027","67,145,429","160,856","4,810,965","1,019,075","33,061,894"
2020,금천구,소계,"5,954,344","314,155,056","3,841,490","189,496,372","208,846","11,702,232","1,904,008","112,956,453"
2020,금천구,입원,"68,354","126,413,778","39,698","70,862,896","2,494","5,128,582","26,162","50,422,300"
2020,금천구,외래,"3,832,978","126,721,138","2,480,577","81,018,033","136,734","4,416,674","1,215,667","41,286,431"
2020,금천구,약국,"2,053,012","61,020,141","1,321,215","37,615,443","69,618","2,156,976","662,179","21,247,722"
2020,영등포구,소계,"9,337,700","491,203,819","6,160,714","301,971,521","514,186","27,572,160","2,662,800","161,660,137"
2020,영등포구,입원,"110,554","192,520,848","66,941","111,167,434","6,368","11,331,416","37,245","70,021,997"
2020,영등포구,외래,"6,141,671","205,685,004","4,056,143","132,912,884","344,359","11,709,941","1,741,169","61,062,179"
2020,영등포구,약국,"3,085,475","92,997,967","2,037,630","57,891,203","163,459","4,530,803","884,386","30,575,961"
2020,동작구,소계,"9,139,596","462,701,480","6,171,426","293,869,015","575,568","29,574,180","2,392,602","139,258,286"
2020,동작구,입원,"95,354","173,223,420","59,384","104,092,201","6,256","11,580,912","29,714","57,550,308"
2020,동작구,외래,"6,086,861","200,103,343","4,107,481","132,099,298","389,628","12,858,282","1,589,752","55,145,763"
2020,동작구,약국,"2,957,381","89,374,717","2,004,561","57,677,517","179,684","5,134,986","773,136","26,562,215"
2020,관악구,소계,"11,340,409","569,590,182","7,435,881","354,062,557","588,370","29,687,076","3,316,158","185,840,549"
2020,관악구,입원,"120,533","213,874,721","72,479","126,143,386","6,348","11,426,954","41,706","76,304,381"
2020,관악구,외래,"7,481,198","247,234,724","4,903,134","159,091,445","395,132","12,829,395","2,182,932","75,313,885"
2020,관악구,약국,"3,738,678","108,480,737","2,460,268","68,827,726","186,890","5,430,728","1,091,520","34,222,283"
2020,서초구,소계,"9,045,831","446,226,614","6,261,799","288,082,913","641,808","29,636,762","2,142,224","128,506,939"
2020,서초구,입원,"90,722","153,967,847","58,452","92,710,193","5,949","9,957,030","26,321","51,300,624"
2020,서초구,외래,"6,145,656","207,188,823","4,245,933","139,956,466","441,588","14,269,702","1,458,135","52,962,655"
2020,서초구,약국,"2,809,453","85,069,945","1,957,414","55,416,254","194,271","5,410,029","657,768","24,243,661"
2020,강남구,소계,"11,225,500","553,733,340","7,603,641","350,116,689","767,174","35,268,591","2,854,685","168,348,060"
2020,강남구,입원,"113,084","190,429,463","69,778","113,067,024","7,192","11,575,475","36,114","65,786,965"
2020,강남구,외래,"7,601,084","257,042,499","5,138,112","168,980,083","528,337","17,233,792","1,934,635","70,828,624"
2020,강남구,약국,"3,511,332","106,261,378","2,395,751","68,069,582","231,645","6,459,325","883,936","31,732,472"
2020,송파구,소계,"15,334,191","722,361,940","10,606,840","471,511,828","1,005,949","46,114,552","3,721,402","204,735,560"
2020,송파구,입원,"144,030","245,630,162","90,638","151,263,389","9,992","16,544,317","43,400","77,822,456"
2020,송파구,외래,"10,206,670","335,483,065","7,052,080","226,814,784","678,126","21,328,210","2,476,464","87,340,072"
2020,송파구,약국,"4,983,491","141,248,713","3,464,122","93,433,655","317,831","8,242,026","1,201,538","39,573,032"
2020,강동구,소계,"10,902,780","545,745,076","7,421,540","352,245,967","671,131","34,133,030","2,810,109","159,366,078"
2020,강동구,입원,"110,206","201,517,966","70,359","124,439,860","7,409","13,315,814","32,438","63,762,292"
2020,강동구,외래,"7,277,140","242,324,976","4,949,310","161,072,687","455,566","15,232,151","1,872,264","66,020,138"
2020,강동구,약국,"3,515,434","101,902,134","2,401,871","66,733,421","208,156","5,585,065","905,407","29,583,648"
